Id_Show,Tipo,Titulo,Director,Actores,Lanzamiento,Clasificacion,Duracion,Genero,Plataforma
s1058,TV Show,Marvel's Avengers: Secret Wars (Shorts),Sin Datos,Sin Datos,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Disney_Plus
s1059,TV Show,Marvel's Guardians of the Galaxy (Series),Sin Datos,"Will Friedle, Trevor Devall, Kevin Richardson, Vanessa Marshall, David Sobolov",2015,TV-Y7,3 Seasons,"Action-Adventure, Animation, Kids",Disney_Plus
s1060,TV Show,Marvel's Guardians of the Galaxy (Shorts),Sin Datos,Sin Datos,2014,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids",Disney_Plus
s1061,TV Show,Marvel's Hero Project,Sin Datos,Sin Datos,2019,TV-PG,1 Season,"Docuseries, Family",Disney_Plus
s1062,TV Show,Marvel's Inhumans,Sin Datos,"Anson Mount, Serinda Swan, Ken Leung, Eme Ikwuakor, Isabelle Cornish, Ellen Woglom",2017,TV-14,1 Season,"Action-Adventure, Science Fiction, Superhero",Disney_Plus
s1063,TV Show,Marvel's Rocket & Groot (Shorts),Sin Datos,Sin Datos,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Buddy",Disney_Plus
s1064,TV Show,Marvel's Ultimate Comics,Sin Datos,"Cole Howard, Brian Drummond",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1065,Movie,Mary Poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",1964,G,142 min,"Family, Fantasy, Musical",Disney_Plus
s1066,Movie,Mater and the Ghostlight,John Lasseter,"Larry the Cable Guy , Owen Wilson, Michael Wallis, Bonnie Hunt, Paul Newman, Cheech Marin",2006,TV-Y7,8 min,"Animation, Comedy, Family",Disney_Plus
s1067,Movie,Meet the Deedles,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",1998,PG,94 min,"Buddy, Comedy",Disney_Plus
s1068,Movie,Meet the Robinsons,Stephen Anderson,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry",2007,G,97 min,"Action-Adventure, Animation, Family",Disney_Plus
s1069,Movie,Melody Time,"Clyde Geronimi, Jack Kinney, Hamilton Luske","Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin",1948,TV-PG,76 min,"Animation, Anthology, Family",Disney_Plus
s1070,Movie,Mickey Down Under,Charles Nichols,Sin Datos,1948,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1071,TV Show,Mickey Mouse (Shorts),Sin Datos,Sin Datos,2012,TV-G,5 Seasons,"Animation, Kids",Disney_Plus
s1072,TV Show,Mickey Mouse Club (1955-59),Sin Datos,Sin Datos,1955,TV-PG,1 Season,"Family, Variety",Disney_Plus
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",2004,G,71 min,"Action-Adventure, Animation, Family",Disney_Plus
s1074,Movie,Mickey's Birthday Party,Riley Thomson,"Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill",1942,TV-G,9 min,"Animation, Comedy, Family",Disney_Plus
s1075,Movie,Mickey's Christmas Carol,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",1983,G,26 min,"Animation, Comedy, Family",Disney_Plus
s1076,Movie,Mickey's Delayed Date,Charles Nichols,Sin Datos,1947,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1077,Movie,Mickey's Once Upon a Christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",1999,TV-G,67 min,"Animation, Anthology, Comedy",Disney_Plus
s1078,Movie,Mickey's Rival,"Wilfred Jackson, Walt Disney","Walt Disney, Marcelite Garner, Sonny Dawson",1936,TV-G,9 min,"Animation, Comedy, Family",Disney_Plus
s1079,Movie,Mickey's Trailer,Ben Sharpsteen,"Clarence Nash, Pinto Colvig, Walt Disney",1938,TV-PG,8 min,"Animation, Comedy, Family",Disney_Plus
s1080,Movie,Mickey's Twice Upon a Christmas,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",2004,G,70 min,"Animation, Anthology, Comedy",Disney_Plus
s1081,Movie,Mighty Joe Young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",1998,PG,116 min,"Action-Adventure, Animals & Nature, Family",Disney_Plus
s1082,Movie,Mike's New Car,"Pete Docter, Roger Gould","Billy Crystal, John Goodman",2002,TV-G,5 min,"Animation, Buddy, Comedy",Disney_Plus
s1083,Movie,Minutemen,Lev Spiro,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",2008,TV-G,91 min,"Action-Adventure, Comedy, Science Fiction",Disney_Plus
s1084,Movie,Miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill",2004,PG,137 min,"Drama, Historical, Sports",Disney_Plus
s1085,Movie,Miracle at Midnight,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",1998,TV-14,89 min,"Drama, Historical",Disney_Plus
s1086,Movie,Miracle in Lane 2,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",2000,TV-G,90 min,"Biographical, Drama, Sports",Disney_Plus
s1087,Movie,Miracle Landing on the Hudson,Sin Datos,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",2014,TV-G,44 min,"Action-Adventure, Documentary",Disney_Plus
s1088,Movie,Mission to the Sun,Daniel Smith,"Henry Goodman, Jack Baker",2018,TV-PG,44 min,Documentary,Disney_Plus
s1089,Movie,Moana,"John Musker, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",2016,PG,108 min,"Action-Adventure, Animation, Family",Disney_Plus
s1090,Movie,Mom's Got a Date With a Vampire,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine",2000,TV-PG,83 min,"Comedy, Fantasy",Disney_Plus
s1091,Movie,Monsters University,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",2013,G,104 min,"Animation, Buddy, Comedy",Disney_Plus
s1092,Movie,"Monsters, Inc.",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",2001,G,93 min,"Animation, Buddy, Comedy",Disney_Plus
s1093,Movie,Motocrossed,Steve Boyum,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",2001,TV-G,92 min,"Drama, Sports",Disney_Plus
s1094,Movie,Mr. Boogedy,Oz Scott,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",1986,TV-PG,46 min,"Comedy, Fantasy",Disney_Plus
s1095,Movie,Mr. Duck Steps Out,Jack King,Sin Datos,1940,TV-G,9 min,"Animation, Comedy, Family",Disney_Plus
s1096,Movie,Mr. Mouse Takes a Trip,Clyde Geronimi,Sin Datos,1940,TV-G,8 min,"Animation, Comedy, Family",Disney_Plus
s1097,Movie,Mulan II,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh",2005,G,82 min,"Action-Adventure, Animation, Family",Disney_Plus
s1098,TV Show,Muppet Moments (Shorts),Sin Datos,Sin Datos,2014,TV-Y7,1 Season,"Anthology, Comedy, Kids",Disney_Plus
s1099,Movie,Muppet Treasure Island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",1996,G,101 min,"Action-Adventure, Comedy, Family",Disney_Plus
s1100,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz",2014,PG,111 min,"Action-Adventure, Comedy, Family",Disney_Plus
s1101,Movie,My Favorite Martian,Donald Petrie,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",1999,PG,94 min,"Comedy, Science Fiction",Disney_Plus
s1102,TV Show,My Friends Tigger & Pooh,Sin Datos,Jim Cummings,2006,TV-Y,2 Seasons,"Animation, Kids",Disney_Plus
s1103,Movie,National Treasure: Book of Secrets,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",2007,PG,125 min,"Action-Adventure, Mystery, Thriller",Disney_Plus
s1104,Movie,Newsies,Kenny Ortega,"Christian Bale, David Moscow, Bill Pullman, Gabriel Damon, Luke Edwards, Max Casella",1992,PG,122 min,"Coming of Age, Drama, Family",Disney_Plus
s1105,Movie,Newsies: The Broadway Musical,"Jeff Calhoun, Brett Sullivan","Jeremy Jordan, Kara Lindsay, Ben Fankhauser, Andrew Keenan-Bolger, Steve Blanchard, Aisha de Haas",2017,PG,134 min,"Coming of Age, Drama, Family",Disney_Plus
s1106,Movie,Noelle,Marc Lawrence,"Anna Kendrick, Bill Hader, Kingsley Ben-Adir, Billy Eichner, Julie Hagerty, Shirley MacLaine",2019,G,105 min,"Comedy, Family, Fantasy",Disney_Plus
s1107,Movie,Now You See It,Duwayne Dunham,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",2005,TV-G,89 min,"Coming of Age, Fantasy",Disney_Plus
s1108,Movie,Olaf's Frozen Adventure,"Stevie Wermers-Skelton, Kevin Deters","Josh Gad, Idina Menzel, Kristen Bell, Jonathan Groff, Chris Williams, John de Lancie",2017,G,25 min,"Animation, Comedy, Family",Disney_Plus
s1109,Movie,Old Yeller,Robert Stevenson,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors, Beverly Washburn, Tommy Kirk",1957,G,84 min,"Animals & Nature, Drama, Family",Disney_Plus
s1110,Movie,Oliver & Company,George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Browne, Sheryl Ralph",1988,G,76 min,"Action-Adventure, Animation, Musical",Disney_Plus
s1111,Movie,Once Upon a Mattress,Kathleen Marshall,"Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel, Michael Boatman, Edward Hibbert",2005,TV-PG,88 min,"Comedy, Family, Fantasy",Disney_Plus
s1112,Movie,One Magic Christmas,Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes",1985,G,89 min,"Drama, Fantasy",Disney_Plus
s1113,Movie,One Man Band,"Mark Andrews, Andrew Jimenez",Sin Datos,2006,G,5 min,"Animation, Comedy, Family",Disney_Plus
s1114,Movie,Operation Dumbo Drop,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",1995,PG,109 min,"Action-Adventure, Animals & Nature, Comedy",Disney_Plus
s1115,TV Show,Origins: The Journey of Humankind,Sin Datos,"Mark Monroe, Jason Silva",2016,TV-14,1 Season,"Docuseries, Historical",Disney_Plus
s1116,TV Show,Out of the Box,Sin Datos,"Vivian Bayubay, Tony James, Jill Schackner, Aleisha Allen, Cece Cortes, Nicholas Eng",1998,TV-G,3 Seasons,Kids,Disney_Plus
s1117,Movie,Paris To Pittsburgh,"Sidney Beaumont, Michael Bonfiglio",Rachel Brosnahan,2018,TV-PG,77 min,Documentary,Disney_Plus
s1118,Movie,Partly Cloudy,Peter Sohn,"Tony Fucile, Lori Richardson",2009,G,6 min,"Animation, Comedy, Family",Disney_Plus
s1119,Movie,Party Central,Kelsey Mann,"John Goodman, Billy Crystal, Dave Foley, Sean Hayes, Joel Murray, Charlie Day",2014,PG,7 min,"Animation, Comedy, Family",Disney_Plus
s1120,Movie,Perri,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,1957,G,75 min,"Animals & Nature, Documentary, Family",Disney_Plus
s1121,Movie,Pete's Dragon,David Lowery,"Bryce Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Isiah Whitlock Jr.",2016,PG,106 min,"Action-Adventure, Family, Fantasy",Disney_Plus
s1122,Movie,Peter Pan,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,G,79 min,"Action-Adventure, Animation, Family",Disney_Plus
s1123,Movie,Peter Pan: Return to Never Land,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough",2002,G,77 min,"Action-Adventure, Animation, Family",Disney_Plus
s1124,Movie,Phantom of the Megaplex,Blair Treu,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak",2000,TV-G,89 min,"Comedy, Coming of Age",Disney_Plus
s1125,TV Show,Phil of the Future,Sin Datos,"Ricky Ullman, Amy Bruckner, Craig Anton, Lise Simms, Alyson Michalka",2003,TV-G,2 Seasons,"Comedy, Coming of Age, Kids",Disney_Plus
s1126,TV Show,Phineas and Ferb,Sin Datos,"Vincent Martella, Ashley Tisdale, Thomas Sangster, Caroline Rhea, Alyson Stoner, Mitchel Musso",2007,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy",Disney_Plus
s1127,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"Dan Povenmire, Robert Hughes","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2011,TV-G,79 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1128,Movie,Phineas and Ferb: Mission Marvel,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2013,TV-G,46 min,"Action-Adventure, Animation, Comedy",Disney_Plus
s1129,Movie,Piglet's Big Movie,Francis Glebas,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie, Nikita Hopkins, Peter Cullen",2003,G,78 min,"Action-Adventure, Animation, Kids",Disney_Plus
s1130,Movie,Pinocchio,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,G,90 min,"Animation, Family, Fantasy",Disney_Plus
s1131,Movie,Piper,Alan Barillaro,Sin Datos,2016,G,6 min,"Animals & Nature, Animation, Family",Disney_Plus
s1132,Movie,Pirates of the Caribbean: At World's End,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",2007,PG-13,169 min,"Action-Adventure, Fantasy",Disney_Plus
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport",2006,PG-13,152 min,"Action-Adventure, Fantasy",Disney_Plus
s1134,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",2003,PG-13,144 min,"Action-Adventure, Fantasy",Disney_Plus
s1135,TV Show,Pixar In Real Life,Sin Datos,Sin Datos,2019,TV-G,1 Season,"Anthology, Comedy, Family",Disney_Plus
s1136,Movie,Pixel Perfect,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",2004,TV-G,90 min,"Comedy, Coming of Age, Music",Disney_Plus
s1137,Movie,Planet of the Birds,Sin Datos,Rodd Houston,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family",Disney_Plus
s1138,Movie,Pluto and the Gopher,Charles Nichols,Sin Datos,1950,TV-PG,7 min,"Animation, Comedy, Family",Disney_Plus
s1139,Movie,Pluto's Christmas Tree,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,TV-Y7,7 min,"Animation, Family, Kids",Disney_Plus
s1140,Movie,Pluto's Surprise Package,Charles Nichols,Sin Datos,1949,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1141,Movie,Pluto's Sweater,Charles Nichols,Sin Datos,1949,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1142,Movie,Pocahontas,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",1995,G,85 min,"Action-Adventure, Animation, Family",Disney_Plus
s1143,Movie,Pocahontas II: Journey to a New World,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",1998,G,77 min,"Action-Adventure, Animation, Family",Disney_Plus
s1144,Movie,Pollyanna,David Swift,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp",1960,G,135 min,"Coming of Age, Drama, Family",Disney_Plus
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,TV-G,78 min,"Action-Adventure, Animation, Kids",Disney_Plus
s1146,Movie,Pooh's Heffalump Movie,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",2005,G,73 min,"Action-Adventure, Animation, Kids",Disney_Plus
s1147,Movie,Presto,Doug Sweetland,Sin Datos,2008,G,5 min,"Animation, Family, Kids",Disney_Plus
s1148,Movie,Princess Protection Program,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",2009,TV-G,90 min,"Buddy, Comedy, Coming of Age",Disney_Plus
s1149,Movie,Purl,Kristen Lester,"Bret Parker, Emily Davis, Kelsey Mann, Austin Madison, Erik Langley, Michael Daley",2019,PG,12 min,"Animation, Comedy, Family",Disney_Plus
s1150,TV Show,Quack Pack,Sin Datos,"Tony Anselmo, James Avery, Brian Cummings, E.G. Daily, Jeannie Elias, Pamela Segall",1996,TV-Y,1 Season,"Action-Adventure, Animation, Comedy",Disney_Plus
s1151,Movie,Queen of Katwe,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",2016,PG,125 min,"Biographical, Drama, Sports",Disney_Plus
s1152,Movie,Quints,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza",2000,TV-G,83 min,"Comedy, Coming of Age",Disney_Plus
s1153,Movie,Ratatouille,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",2007,G,111 min,"Animation, Comedy, Family",Disney_Plus
s1154,Movie,Read It and Weep,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",2006,TV-G,85 min,"Comedy, Coming of Age, Drama",Disney_Plus
s1155,Movie,Ready to Run,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana",2000,TV-G,89 min,"Animals & Nature, Coming of Age, Family",Disney_Plus
s1156,Movie,Recess: All Growed Down,"Howy Parkins, Chuck Sheetz","Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",2003,G,61 min,"Animation, Comedy, Family",Disney_Plus
s1157,Movie,Recess: School's Out,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",2001,G,87 min,"Animation, Comedy, Family",Disney_Plus
s1158,Movie,Recess: Taking the 5th Grade,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",2003,G,63 min,"Animation, Comedy, Family",Disney_Plus
s1159,Movie,Red's Dream,John Lasseter,Sin Datos,1987,TV-G,4 min,"Animation, Drama, Family",Disney_Plus
s1160,Movie,Remember the Titans,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",2000,PG,114 min,"Drama, Historical, Sports",Disney_Plus
s1161,Movie,Rescue Dog,Charles Nichols,Sin Datos,1947,TV-G,7 min,"Animation, Comedy, Family",Disney_Plus
s1162,Movie,Return from Witch Mountain,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",1978,G,94 min,"Action-Adventure, Family, Science Fiction",Disney_Plus
s1163,Movie,Return to Halloweentown,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",2006,TV-PG,89 min,"Family, Fantasy",Disney_Plus
s1164,Movie,Return to Oz,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin",1985,PG,110 min,"Action-Adventure, Family, Fantasy",Disney_Plus
s1165,Movie,Richie Rich's Christmas Wish,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",1998,G,85 min,"Action-Adventure, Comedy, Family",Disney_Plus
s1166,Movie,Right on Track,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",2003,TV-G,88 min,"Buddy, Family, Sports",Disney_Plus
s1167,Movie,Riley’s First Date?,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,G,8 min,"Animation, Comedy, Coming of Age",Disney_Plus
s1168,Movie,Rip Girls,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair",2000,TV-G,87 min,"Coming of Age, Drama",Disney_Plus
s1169,Movie,Robin Hood,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",1973,G,85 min,"Action-Adventure, Animation, Family",Disney_Plus
s1170,TV Show,Rocky Mountain Animal Rescue,Sin Datos,Chopper Bernet,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Disney_Plus
s1171,Movie,Rogue One: A Star Wars Story,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",2016,PG-13,134 min,"Action-Adventure, Science Fiction",Disney_Plus
s1172,Movie,Roving Mars,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",2006,G,41 min,"Documentary, Family",Disney_Plus
s1173,Movie,Ruby Bridges,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",1998,TV-PG,90 min,"Biographical, Drama, Historical",Disney_Plus
s1174,Movie,Sacred Planet,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",2004,G,47 min,"Animals & Nature, Documentary, Family",Disney_Plus
s1175,Movie,Saludos Amigos,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,1943,TV-PG,42 min,"Animation, Comedy, Family",Disney_Plus
s1176,Movie,"Sammy, The Way-Out Seal",Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",1962,TV-G,43 min,"Animals & Nature, Comedy, Family",Disney_Plus
